"text","text_en","cmp_code","eu_code"
"Improving productivity – by improving government services",NA,NA,NA
"We will deliver higher productivity growth by making public institutions more cost effective and responsive, so they too can contribute to making Australia more productive and successful.",NA,"303",NA
"• We will make our hospitals and schools more responsive to community needs and more efficient.",NA,"504",NA
"Community controlled public hospitals and independent public schools where individuals have a stake in the institution and a say at the board table, with a focus on improvement and delivering better results, lead to greater productivity.",NA,"504",NA
"If the public schools and public hospitals that comprise more than 5 per cent of our total economy are more responsive and efficient, productivity will improve.",NA,"504",NA
"“We need governments which believe in Australia and Australians.”",NA,"601",NA
"Improving productivity – by cutting government red and green tape",NA,NA,NA
"We will deliver higher productivity growth by cutting government red and green tape – so businesses can become more productive and devote their energies towards business and jobs growth.",NA,"303",NA
"Productivity will go up when people running businesses have more time for innovation, customer sales and actually running their businesses because they will spend less time and money on unnecessary paper work with no real benefit.",NA,"303",NA
"We will cut government red tape costs on businesses and community groups by $1 billion a year.",NA,"303",NA
"We will deliver a State-based one-stop shop for environmental approvals to streamline the environmental approval process, reduce costs for business and boost productivity while retaining current high environmental standards.",NA,"303",NA
"We will give every significant Commonwealth government agency/department an annual target for red tape cost reductions and public service bonuses will depend upon those targets being met.",NA,"303",NA
"Where possible we will replace burdensome regulatory reporting requirements with independent audits backed by penalties for organisations that fail to comply with set standards.",NA,"303",NA
"Every Cabinet submission will once more contain a regulation impact statement that will quantify the compliance costs imposed and matching compliance cost cuts.",NA,"303",NA
"Every year, there will be a Deregulation Report tabled in the parliament and two sitting days will be dedicated to the repeal of redundant legislation and review of regulations.",NA,"303",NA
"Responsibility for deregulation will be assumed by the Department of Prime Minister and Cabinet so that deregulation and productivity will have a whole-of-government focus.",NA,"303",NA
"Improving productivity – by improving competition policy",NA,NA,NA
"We will improve competition rules so competitive forces drive productivity growth.",NA,"403",NA
"We will review competition policy and deliver more competitive markets because there will be, for the first time in two decades, a root and branch review of competition laws.",NA,"403",NA
"We will ensure that big and small businesses get a ‘fair-go’ and do the right thing by each other in their respective marketplaces.",NA,"403",NA
"If they are competing on a genuinely level playing field where the most cost-effective products dominate markets regardless of who supplies them, our productivity will go up and consumers will see real and lasting benefits.",NA,"403",NA
"Improving productivity – by building more modern infrastructure",NA,NA,NA
"We will get on with the job of building the modern infrastructure required to unclog our congested roads and highways to improve the productive use of the nation’s time – millions of hours of wasted time can be converted into more productive economic activities, helping to grow a stronger economy.",NA,"411",NA
"If workers spend less time in traffic jams they will have more time at work and more time with their families.",NA,"411",NA
"Improving productivity – by reducing union militancy in workplaces",NA,NA,NA
"We will deliver higher productivity growth by rebalancing workplace relations to reduce union militancy and to encourage higher pay for better work.",NA,"702",NA
"If there are fewer strikes and if unions are better governed, our economy will become more productive and competitive.",NA,"702",NA
"We will fully restore the Australian Building and Construction Commission (ABCC) so that there will be less union militancy.",NA,"702",NA
"This will help keep business costs down and improve productivity.",NA,"702",NA
"We will work within the existing framework and with the independent umpire Fair Work Australia and the Fair Work Ombudsman to restore the balance in workplaces.",NA,"702",NA
"We will establish a Registered Organisations Commission to overcome the inadequacies revealed by Fair Work Australia’s investigation into the Health Services Union.",NA,"702",NA
"We will amend laws so that registered organisations and their officials have to play by similar rules, to make similar disclosures and be subject to similar penalties as companies and their directors.",NA,"702",NA
"8 Delivering more growth from Asia",NA,NA,NA
"Focusing on opportunities in the Asian region",NA,NA,NA
"We have an economic plan for Australia – a plan to deliver more growth from Asia",NA,"101",NA
"We will position Australia to seize the opportunities in the Asian region by strengthening our trading relationships, welcoming investment, boosting our exports and deepening Australia’s knowledge of and engagement with countries in Asia.",NA,"101",NA
"We will modernise and transform our economy and make Australia more productive and competitive.",NA,"101",NA
"We will develop stronger people-to-people relationships and foster the mind-set and skills-set needed to make the most of Asia’s ongoing economic transformation.",NA,"101",NA
"We recognise the rapid emergence not only of China, but also India and Indonesia – and the opportunities this will afford Australia in the years ahead.",NA,"101",NA
"Delivering new regional Free Trade Agreements",NA,NA,NA
"We will take real action to increase economic activity, strengthen our trading relationships and grow a stronger economy by fast tracking Free Trade Agreements (FTAs) with China, Indonesia, Japan and India amongst others.",NA,"101",NA
"Building more opportunities for Australia’s exporters",NA,NA,NA
"By focusing on opportunities in the Asian region and building a strong diverse 5-Pillar economy we will boost our export of goods and services– particularly by building on our strengths in Manufacturing Innovation, Agriculture Exports, Advanced Services, world-class Education and Research, as well as Mining Exports.",NA,"101",NA
"We will strengthen our diplomatic relationship and trade ties with India",NA,"101",NA
"and boost mining exports by exporting uranium to India.",NA,"410",NA
"Developing our Asia-capability",NA,NA,NA
"We will develop more Asia-capable talent and help Australians gain study and work experience, form relationships, learn to adapt behaviour to Asian Contexts and learn to work more effectively with Asian governments.",NA,"101",NA
"We will develop Australia’s ‘Asia literacy’ beyond language skills.",NA,"101",NA
"We will develop strong people-to-people relationships",NA,"101",NA
"Our intention is to develop a ‘deep knowledge’ of Asia and to broaden and deepen our engagement and relationships in the region.",NA,"101",NA
"Establishing a new two-way ‘Colombo Plan’.",NA,NA,NA
"Within two years we will build a better and stronger network of cultural and trade relationships in our region by establishing a new two-way ‘Colombo Plan’ that doesn’t just bring the best and brightest talent from the region to learn in Australia but more importantly takes Australia’s best and brightest talent to learn more about the countries in our region.",NA,"101",NA
"We will achieve better engagement with Asia through this new two-way ‘Colombo Plan’ which sends our future leaders to Asian universities as well as bringing their future leaders here through a scholarship programme.",NA,"101",NA
"By fostering these relationships we will develop the important people to-people links and the leadership relationships of the future as was previously done under Sir Robert Menzies’ ‘Colombo Plan’.",NA,"101",NA
"Ensuring high school students learn an Asian language",NA,NA,NA
"We will aim to have 40 per cent of high school students studying a foreign language, preferably an Asian language, in year 12, to ensure the youth of Australia become more ‘Asia-capable’ and are better equipped in the future to engage with our trading partners in our region and in the global economy.",NA,"101",NA
"“The next Coalition Government will fight the tyranny of low expectations.”",NA,"506",NA
"9 Helping small business create stronger jobs growth",NA,NA,NA
"POLICY PRIORITY",NA,NA,NA
"We will get small businesses growing and creating more jobs – by reducing business costs, cutting taxes, cutting red tape costs by $1 billion a year and delivering on our Better Productivity Plan.",NA,"402",NA
"Helping small business",NA,NA,NA
"We have an economic plan for Australia – a plan to help small businesses grow and create stronger jobs growth.",NA,"402",NA
"Employing almost half of the workforce in Australia, small businesses are the real “job creators” in the economy.",NA,"402",NA
"By unshackling the small business sector we will unleash the potential of small businesses to grow and create more jobs.",NA,"402",NA
"Lowering taxes and reducing business costs",NA,NA,NA
"We will reduce costs for every business by cutting taxes: by abolishing the carbon tax and cutting company tax.",NA,"402",NA
"We will stop small businesses paying 10 per cent more for their electricity and 9 per cent more for their gas bills and paying more for everything else they need by abolishing the carbon tax.",NA,"402",NA
"We will deliver a modest company tax cut, funded from savings in the Budget.",NA,"402",NA
"Cutting red and green tape – removing the burdens on small business",NA,NA,NA
"We will cut government red and green tape and reduce the regulatory burdens that small businesses face – so businesses can become more productive and devote their energies towards business and jobs growth.",NA,"303",NA
"We will get businesses growing by cutting red tape costs to business by $1 billion each year.",NA,"303",NA
"We will streamline environmental approvals through a State-based one-stop shop environmental approval process.",NA,"303",NA
"This will save time and money, cut down on paperwork and boost productivity",NA,"303",NA
"We will require Parliament to spend two days a year removing legislation and regulations to help ease the burden on small businesses.",NA,"303",NA
"We will allow small business to send one payment directly to the Australian Taxation Office for superannuation and then the Australian Taxation Office will do the rest, if that’s what small business would prefer.",NA,"303",NA
"We will give employers the option of ‘opting in’ to managing the administration of Paid Parental Leave to their employees.",NA,"303",NA
"If they choose not to be the government’s paymaster, payments will be made directly to the employee.",NA,"303",NA
"This will relieve small businesses of their role as paymaster of the government’s inadequate Paid Parental Leave scheme.",NA,"303",NA
"We will have a genuine Paid Parental Leave scheme and we won’t force small business to do the paperwork for it.",NA,"303",NA
"Our scheme will benefit small business because it will make it easier for them to retain capable female staff.",NA,"303",NA
"Doubling the annual rate of small business growth",NA,NA,NA
"We will double the current annual rate of growth of small businesses because we understand that small businesses are the real ‘job creators’ in our economy.",NA,"402",NA
"We will achieve an annual growth rate in the numbers of small businesses of 1.5 per cent – the same rate the Howard Government was achieving.",NA,"402",NA
"We will then be adding more than 30,000 new small businesses each year",NA,"402",NA
"That’s double the rate achieved under the current government.",NA,"402",NA
"We want small businesses providing more than half the jobs in the private sector because that is where people get a start in life, that is where entrepreneurship is fostered and innovation happens.",NA,"402",NA
"This is an important part of building a more productive nation and is at the heart of building our economy.",NA,"402",NA
"Reviewing competition laws and policy",NA,NA,NA
"We will conduct, for the first time in two decades, a root and branch review of competition laws and policy and deliver more competitive markets.",NA,"403",NA
"Extending unfair contract protection to small business",NA,NA,NA
"We will extend unfair contract protection currently available to consumers, to small businesses.",NA,"402",NA
"We will ensure that big and small businesses get a ‘fair-go’ and do the right thing by each other in their respective marketplaces, delivering real and lasting benefits to consumers.",NA,"402",NA
"10 Building a 5-Pillar economy and unleashing Australia’s potential",NA,NA,NA
"POLICY PRIORITY",NA,NA,NA
"We will create stronger jobs growth by building a diverse, world-class 5-Pillar economy – by building on our strengths in Manufacturing Innovation, Advanced Services, Agriculture Exports, world-class Education and Research, as well as boosting Mining Exports",NA,"410",NA
"Building a diverse 5-Pillar economy.",NA,NA,NA
"To guard against having all our eggs in the one basket of mining, we will build a more diverse, world-class economy – a 5-Pillar economy – to unleash Australia’s real economic potential.",NA,"410",NA
"We will build on our strengths in Manufacturing Innovation, Agriculture Exports, Advanced Services, world-class Education and Research, as well as boosting our Mining Exports, to make the most of our comparative advantages in international markets.",NA,"410",NA
"Delivering stronger jobs growth",NA,NA,NA
"By developing a world-class 5-Pillar economy we will deliver one million new jobs over the next five years and two million new jobs over the next decade as we modernise and transform all sectors of our economy.",NA,"410",NA
"Prime Minister’s Business Advisory Council",NA,NA,NA
"We will establish a new Prime Minister’s Business Advisory Council to advise the Executive Government on developing the economy.",NA,"404",NA
"The Business Advisory Council will be chaired by leading Australian business leader Mr Maurice Newman AC and meet three times a year.",NA,"404",NA
"It will include, amongst others, representatives from the Manufacturing, Agricultural, Services, Education and Resources sectors of the economy.",NA,"404",NA
"Building on our strengths in Manufacturing Innovation",NA,NA,NA
"We will unleash the real economic potential in our manufacturing industry by removing the shackles and burdens holding the industry back and by making the industry more productive and competitive.",NA,"401",NA
"We will:",NA,NA,NA
"repeal the world’s biggest carbon tax which makes Australian businesses, particularly manufacturing, less competitive in domestic and international markets;",NA,"402",NA
"cut red tape costs by $1 billion a year;",NA,"303",NA
"get business costs down and get productivity up by ensuring Australian businesses have the right incentives to invest in Research and Development;",NA,"402",NA
"create the environment to revitalise Australian industry’s international competitiveness;",NA,"402",NA
"we will provide better links between government, business and research institutions;",NA,"303",NA
"act immediately to deliver a level playing field for Australia’s manufacturing businesses with more effective anti-dumping measures.",NA,"406",NA
"We will crackdown on overseas producers who don’t cooperate with anti-dumping investigations.",NA,"406",NA
"We will strengthen enforcement of the provisions of the World Trade Organisation Agreement on subsidies and countervailing measures.",NA,"406",NA
"We will transfer anti-dumping responsibilities from Customs to the Department of Industry; and",NA,"406",NA
"build on our comparative strength in Manufacturing Innovation.",NA,"402",NA
"Building on our strengths in Agriculture Exports",NA,NA,NA
"We will unleash the real economic potential in our agricultural industry by removing the shackles and burdens holding the industry back and by making the industry more productive and globally competitive.",NA,"703",NA
"We will:",NA,NA,NA
"build on our comparative strength in food production and better manage our precious water resources to help our agriculture sector become the ‘Food Bowl of Asia’ and achieve ‘food security’ in a world demanding more of our food resources;",NA,"703",NA
"support our fishing industry and review the declaration of new Marine Protected Areas.",NA,"703",NA
"We will establish genuine consultation with the fishing industry on research and strengthen the connection between science and fishing policy; and",NA,"703",NA
"provide policy stability and certainty to our live exports trade avoiding damaging backflips like Labor’s overnight decision to suspend live cattle trade with Indonesia.",NA,"703",NA
"Building on our strengths in Advanced Services",NA,NA,NA
"We will unleash the real economic potential in our service industries by making the industry more productive and globally competitive.",NA,"703",NA
"We will deliver broadband faster, sooner and at less expense to taxpayers and consumers than Labor’s National Broadband Network.",NA,"703",NA
"We will:",NA,NA,NA
"cut red tapecostsby$1 billion per year;",NA,"703",NA
"build on our comparative strength in Advanced Services to boost our exports to Asia",NA,"703",NA
"We will seize the enormous opportunities for this highly diversified sector, particularly in relation to financial services, health services, engineering and architectural services;",NA,"703",NA
"encourage modernisation and the development of Advanced Services and support the use of new technologies, particularly digital and IT;",NA,"703",NA
"expand our skills into the Asian region; and",NA,"703",NA
"give priority to the recommendations of the Johnson Report into Australia as a Financial Centre to further grow our financial services industry’s ability to export its world-class expertise to Asia and beyond.",NA,"703",NA
"Building a world-class Education and Research sector",NA,NA,NA
"We will unleash the real economic potential in our Education and Research sector by removing the shackles and burdens holding the industry back and by making the industry more productive and globally competitive.",NA,"411",NA
"We will:",NA,NA,NA
"encourage modernisation and the development of world-class Education and Research capabilities and support the use of new technologies, particularly digital and IT; //|and",NA,"411",NA
"expand our education export sector, particularly in the Asian region using a number of channels including online.",NA,"411",NA
"Building a world-class Mining, Energy and Resources sector",NA,NA,NA
"We will unleash the real economic potential in our mining industry by removing the shackles and burdens holding the industry back and by making the industry more productive and globally competitive.",NA,"401",NA
"We will:",NA,NA,NA
"build on our strength as one of the world’s rich resource-based economies;",NA,"410",NA
"re-energise our mining comoanies by abolishing Labor’s carbon and mining taxes",NA,"402",NA
"establish a one-stop shop for environmental approvals and speed up the time for bringing projects on-stream; and",NA,"303",NA
"declare Australia ‘open for business’ and restore Australia’s international reputation as a safe place to invest.",NA,"402",NA
"“The sum of human happiness is most likely to be maximised when government knows its limits.”",NA,"303",NA
"“Government should be at least as interested in the creation of wealth as in its redistribution.”",NA,"303",NA
"11 Delivering modern infrastructure and building a 21st Century Australia",NA,NA,NA
"Building the modern infrastructure Australia needs",NA,NA,NA
"We have an economic plan for Australia – a plan to build more modern infrastructure to boost productivity.",NA,"411",NA
"We will deliver the modern infrastructure that a first world 21st Century country deserves.",NA,"411",NA
"You will see cranes over our cities as we get on with the job of building more modern infrastructure, with a special emphasis on reducing the bottlenecks on our gridlocked roads and highways.",NA,"411",NA
"Big new projects will be underway within 12 months of a change of government.",NA,"411",NA
"Our big cities are as vital to our economy as our vast resource developments and can be properly considered a critical part of our national economic infrastructure.",NA,"411",NA
"They are key to the development of a more productive and prosperous Australia.",NA,"411",NA
"Delivering a 15-year rolling plan for national infrastructure projects",NA,NA,NA
"We will develop a rolling 15-year infrastructure plan of national projects and work closely with Infrastructure Australia in establishing project priorities and delivery timetables.",NA,"411",NA
"This will be a Commonwealth and State government plan and will be revised every five years.",NA,"411",NA
"Empowering Infrastructure Australia to deliver better value from infrastructure spending",NA,NA,NA
"We will deliver better value from infrastructure spending by working in close collaboration with Infrastructure Australia.",NA,"411",NA
"Infrastructure projects are very expensive and taxpayers must be guaranteed that their money is spent in the most cost effective manner possible so that we end up with more productive infrastructure, rather than just wasted money.",NA,"303",NA
"We will strengthen the role of Infrastructure Australia, improve its governance and make it more transparent and accountable, as well as a more effective adviser.",NA,"411",NA
"We will require all Commonwealth-funded projects worth more than $100 million to undergo a cost-benefit analysis by Infrastructure Australia to ensure the best use of available taxpayer monies.",NA,"303",NA
"We will require Infrastructure Australia to publish justifications for all its project recommendations.",NA,"303",NA
"We will prioritise projects based on a proper cost-benefit analysis.",NA,"303",NA
"Within 12 months of election we will announce infrastructure priorities and construction timetables in consultation with the States.",NA,"303",NA
"Encouraging more private investment in infrastructure projects",NA,NA,NA
"We will investigate ways to get more private funding into high priority infrastructure projects to enable us to do more to modernise Australia.",NA,"411",NA
"We will ask the Office of Financial Management to examine an Infrastructure Partnership Bonds Scheme to encourage billions of dollars of additional private investment in infrastructure projects, so that we can get more things done.",NA,"411",NA
"POLICY PRIORITY",NA,NA,NA
"We will build more modern infrastructure to get things moving – with a special emphasis on reducing the bottlenecks on our gridlocked roads and highways.",NA,"411",NA
"Delivering major roads and highways to get things moving",NA,NA,NA
"We will work with the States and the private sector to accelerate the delivery of a major roads and highways programme that reduces bottlenecks – to improve productivity and safety for all road users.",NA,"411",NA
"We will contribute $1.5 billion to get the M4 East (WestConnex Project) underway in Sydney to complete the east-west corridor.",NA,"411",NA
"We will contribute $1.5 billion to get the East-West Link road tunnel underway in Melbourne to link the Eastern Freeway and Western Ring Road and we will further improve the Geelong Princes Highway.",NA,"411",NA
"We will contribute $1 billion towards the upgrade of the Gateway Motorway in Brisbane and we will develop the Toowoomba Range crossing.",NA,"411",NA
"We will contribute $400 million and get the duplication of the Midland Highway between Hobart and Launceston done in Tasmania.",NA,"411",NA
"We will contribute $5.6 billion to complete the duplication of the Pacific Highway from Newcastle to the Queensland border.",NA,"411",NA
"We are committed to the Perth Gateway project and will make further road infrastructure commitments in South Australia before the next election.",NA,"411",NA
"Delivering more affordable broadband – rolling it out faster",NA,NA,NA
"The Coalition will deliver high speed broadband that is both affordable for families and businesses and cost effective for taxpayers.",NA,"411",NA
"We will for the first time do a fully transparent cost-benefit analysis of the National Broadband Network, to find out the quickest and most cost-efficient way to upgrade broadband to all areas where services are now unavailable or sub-standard.",NA,"411",NA
"This is the cost-benefit analysis Labor didn’t do before committing to spend tens of billions of dollars on the NBN.",NA,"411",NA
"We will roll out super-fast broadband using whichever is the most effective and cost efficient technology and we will use existing infrastructure where we can.",NA,"411",NA
"We will roll it out faster to high priority areas.",NA,"411",NA
"We will end billions of dollars of wasteful spending on the NBN and deliver more of the modern infrastructure we urgently need while encouraging competition wherever possible to put downward pressure on prices.",NA,"411",NA
"Building more dams – providing water security",NA,NA,NA
"We will start the detailed planning necessary to build new dams – to secure the nation’s water supplies, deliver strong economic benefits for Australia, while also protecting our environment.",NA,"411",NA
"The Coalition’s Dams Taskforce is looking at potential investments in dam capacity across Australia.",NA,"411",NA
"12 Delivering more jobs, higher wages and higher living standards",NA,NA,NA
"Delivering stronger jobs growth and a bigger economy",NA,NA,NA
"Our economic plan will deliver stronger jobs growth right across Australia by unleashing Australia’s real economic potential and growing a bigger, more productive and prosperous economy.",NA,"410",NA
"Delivering two million new jobs over the next decade",NA,NA,NA
"We will generate one million new jobs over the next five years and two million new jobs over the next decade as we unleash Australia’s real economic potential, modernise our businesses and industries as well as transform to a stronger and more prosperous economy.",NA,"410",NA
"Delivering higher real wages and higher living standards",NA,NA,NA
"We will deliver higher real wages and higher living standards by providing real opportunities for productivity growth as we transform and grow the economy and encourage higher pay for better work.",NA,"410",NA
"We will tackle Australia’s lagging productivity growth problem by pursuing our Better Productivity Plan and building a more productive and prosperous economy that will enable higher real wages and lift Australia’s living standards.",NA,"410",NA
"Helping unemployed young people to get a job",NA,NA,NA
"We will encourage unemployed young people to get back into the workforce – particularly in those areas where unskilled jobs are readily available.",NA,"706",NA
"Helping women get ahead",NA,NA,NA
"We will help the women and families of Australia get ahead and have a real choice to have children and a career with a genuine Paid Parental Leave scheme, supported by an affordable, flexible and accessible childcare system.",NA,"706",NA
"POLICY PRIORITY",NA,NA,NA
"We will generate one million new jobs over the next five years and two million new jobs over the next 10 years by growing a bigger, more productive and prosperous economy.",NA,"706",NA
"13 Reducing cost-of-living pressures for families",NA,NA,NA
"Delivering Hope, Reward and Opportunity for families",NA,NA,NA
"We believe that strong families are the bedrock of a healthy society and should receive support and encouragement from government.",NA,"603",NA
"A supportive family is the greatest source of emotional stability and social development anyone can have.",NA,"603",NA
"The Coalition believes that the role of government is to support and expand choices for families, not to make their choices for them.",NA,"603",NA
"We will improve rewards from working, reduce cost-of-living pressures and help families with the real costs of raising children as we reset our country’s course to one that sees increasing confidence, renewed productivity growth and real improvement in the wealth of households.",NA,"603",NA
"We believe that people who work hard and put money aside so they won’t be a burden on others should be encouraged, not hit with higher taxes.",NA,"414",NA
"Abolishing the carbon tax and reducing cost-of-living pressures",NA,NA,NA
"We will start reducing cost of living pressures for families by immediately scrapping the world’s biggest carbon tax – taking pressure off rapidly rising electricity and gas bills.",NA,"402",NA
"We will put downward pressure on prices by getting the ACCC to make sure that prices do not remain artificially raised when we abolish the carbon tax.",NA,"403",NA
"Lowering taxes – improving rewards from hard work",NA,NA,NA
"We will fund personal income tax cuts for individuals and families – without a carbon tax.",NA,"402",NA
"We pledge to the families of Australia that we will never make your lives harder by imposing unnecessary new taxes and we will free Australians from the burdens of the carbon tax.",NA,"402",NA
"Keeping interest rates low",NA,NA,NA
"We will keep interest rates as low as possible by ending government waste, paying back debt and balancing the Budget.",NA,"414",NA
"Protecting and strengthening Medicare and private health insurance",NA,NA,NA
"We will protect and strengthen Medicare by restoring the Private Health Insurance Rebate as soon as we responsibly can.",NA,"504",NA
"POLICY PRIORITY",NA,NA,NA
"We will help families get ahead by freeing them from the burdens of the carbon tax – to protect Australian jobs and reduce cost-of-living pressures – especially on rising electricity and gas prices.",NA,"402",NA
"Delivering more affordable and flexible childcare",NA,NA,NA
"We will help ensure that child care is more accessible, affordable and flexible, to help families juggle work and family commitments, by getting the Productivity Commission to urgently undertake a major inquiry into the child care system.",NA,"504",NA
"We need a better child care system that’s not just geared to 9-to-5 workers–to give women a better chance to combine families with careers.",NA,"504",NA
"We will look at ways so child care can become more flexible and responsive to the differing needs and lifestyles of parents, as work patterns and demands on parents are different today than even a decade ago.",NA,"504",NA
"Delivering genuine Paid Parental Leave",NA,NA,NA
"We will deliver a genuine Paid Parental Leave scheme to give mothers six months leave based on their actual wage – to help young families get ahead.",NA,"504",NA
"This will give women a more realistic choice if they want to combine work with family and continue their careers.",NA,"706",NA
"According to the Productivity Commission report into parental leave, Australia is one of only two countries where parental leave isn’t based on a mother’s actual wage.",NA,"504",NA
"If people receive their actual wage while sick or on holiday, they should also receive their actual wage while on parental leave.",NA,"504",NA
"Parental leave is supposed to be a workplace entitlement, not a welfare payment",NA,"701",NA
"Delivering better cyber safety for families",NA,NA,NA
"We will work together with social media operators, schools, parents and children to tackle cyber bullying and other harmful material and behaviour targeted at individual children online.",NA,"605",NA
"Delivering better local roads and more modern infrastructure",NA,NA,NA
"We will deliver better planned infrastructure including more modern highways that unlock the traffic jams and bottle necks in our gridlocked cities and provide better and safer highways in country areas.",NA,"411",NA
"If workers spend less time in traffic jams they will have more time at home with their families.",NA,"411",NA
"14 Delivering a more secure retirement for older Australians",NA,NA,NA
"Giving older Australians the secure retirement they deserve",NA,NA,NA
"After a lifetime of hard work, older Australians are entitled to a safe and secure retirement.",NA,"706",NA
"We will ensure older Australians and seniors enjoy the safe and secure retirement they deserve by delivering a strong, prosperous economy which will then ensure that the government has the financial means to provide the real support required by older Australians in their later years.",NA,"706",NA
"Delivering stability and certainty on superannuation",NA,NA,NA
"We will deliver greater stability and certainty on superannuation – we won’t move the goalposts.",NA,"706",NA
"It is unfortunate that Labor has wasted so much money and made so many threats and changes to the superannuation system, cutting back on contribution levels and discouraging many people from providing more for their own self-funded retiremen.",NA,"706",NA
"This has not been in the long-term interests of Australians or Australia.",NA,"706",NA
"We will ensure that no more negative unexpected changes occur to the superannuation system so that those planning for their retirement can face the future with a higher degree of predictability.",NA,"706",NA
"We believe the people who want to plan and save for their own retirement should be supported by government, not penalised.",NA,"706",NA
"“I stand for government which gets off people’s backs.”",NA,"706",NA
"Assisting mature age workers with employment",NA,NA,NA
"We will assist mature age workers by providing better structured incentives for employers who employ workers who are over the age of 50.",NA,"706",NA
"Pensioners and self-funded retirees",NA,NA,NA
"We will support pensioners and self-funded retirees by tackling the number one issue that adversely affects them – the ever increasing cost of living, especially the cost of electricity and other utilities.",NA,"706",NA
"We will abolish the carbon tax which will see an immediate 10 per cent reduction in electricity prices and we will give the ACCC the task of ensuring the benefits of the repeal are passed onto consumers without delay.",NA,"706",NA
"Even though we will abolish the carbon tax, we will fund tax cuts and pension increases without a carbon tax, benefiting older Australians.",NA,"706",NA
"A better deal for our veterans",NA,NA,NA
"We will support our veterans by properly indexing the Defence Force Retirement Benefits and Defence Force Retirement and Death Benefit military superannuation pensions and we will deliver this in our first Budget.",NA,"104",NA
"Improving health services and aged care for older Australians",NA,NA,NA
"We will negotiate an Aged Care Provider Agreement with the aged care sector.",NA,"706",NA
"This first ever Aged Care Provider Agreement, will set the framework for ageing and aged care arrangements in Australia over the next four years and into the future.",NA,"706",NA
"Taking into account the Productivity Commission Caring for Older Australians report, we will reduce needless bureaucracy in the sector while making sure the sector remains focused on high quality care.",NA,"706",NA
"We will protect and strengthen Medicare by restoring the Private Health Insurance Rebate as soon as we responsibly can.",NA,"706",NA
"15 Delivering better services and a better society",NA,NA,NA
"Our aim is to deliver a better future for all Australians",NA,NA,NA
"Our aim is to build a stronger Australia so that all Australians can get ahead in the global economy, live in a better country and have a better future.",NA,"410",NA
"That’s why the Coalition is so determined to deliver a strong, prosperous economy because it allows us to invest more in government services – like the NDIS, health, aged care and education.",NA,"410",NA
"A strong, productive and prosperous economy is central to everything in our society.",NA,"410",NA
"It enables us to deliver better services at the local community level so our children can get a good education, so Australians know that when they get sick or old they can get care and if they fall on hard times they can get help.",NA,"410",NA
"Improving co-operation with State governments through the Council of Australian Governments",NA,NA,NA
"We will deliver better government services by working in close co-operation with the State and Territory governments who are largely responsible for the delivery of government services.",NA,"303",NA
"We will significantly increase co-operation with State and Territory governments by reforming the Council of Australian Governments (COAG), rather than using it as a parking lot for tough decisions which are sidelined by political grandstanding.",NA,"303",NA
"We will get on with the job of clearing the backlog of jobs on the agenda and immediately tackle the top priorities in order to deliver better services on the ground as soon as possible.",NA,"303",NA
"We will focus COAG on a smaller number of core issues and ensure they are resolved quickly.",NA,"303",NA
"We will reduce the number of COAG committees and require Ministers to show why it is essential their portfolio reforms must be resolved by COAG.",NA,"303",NA
"Helping the disabled and carers – responsibly implementing the NDIS",NA,NA,NA
"We are fully committed to helping people with disabilities and their carers and delivering the NDIS as soon as possible in line with the Productivity Commission’s timetable.",NA,"504",NA
"Full implementation of the NDIS will be a new deal for people with disabilities and their carers.",NA,"504",NA
"We will establish a bi-partisan parliamentary committee jointly chaired by both sides of the Parliament, with Members and Senators with a strong personal interest in making the NDIS happen.",NA,"504",NA
"The committee will put the NDIS in place as a united project across party lines.",NA,"504",NA
"“The Coalition is much more interested in an empowered community than we are in an empowered government.”",NA,"504",NA
"16 Delivering better health services",NA,NA,NA
"Improving the performance of public hospitals at the local level",NA,NA,NA
"We will work with the States to ensure their hospitals are managed by local hospital boards so that communities get better health services and better value for their money.",NA,"504",NA
"We will put local communities and experts, not unaccountable bureaucrats, in charge of improving the performance of public hospitals – by creating community-controlled hospital boards to appoint the CEO and manage hospital budgets, by instilling a ‘patient care first’ culture amongst staff and ensuring the delivery of better health outcomes at the local hospital level.",NA,"504",NA
"Improving mental health services",NA,NA,NA
"We will deliver better mental health services and provide better employment services for people with a mental health issue.",NA,"504",NA
"We will take real action and support better mental health services with Early Psychosis Prevention and Intervention Centres (EPPICs); boosting of basic and applied research into mental health; new headspace sites; better employment opportunities to those with serious mental health problems, boosting outside services that job agencies can provide to clients with mental health issues and a Mental Health Workforce Training Institute.",NA,"504",NA
"Funding diabetes research",NA,NA,NA
"We will provide $35 million to help find a cure for type 1 diabetes.",NA,"504",NA
"This will assist the Juvenile Diabetes Research Foundation’s Clinical Research Network to fund a significant number of additional patient trials locally and internationally and take a co-ordinated nationwide approach to diabetes research.",NA,"504",NA
"Improving access to medicines",NA,NA,NA
"We will restore transparency, certainty and confidence to the process by which medicines are listed on the Pharmaceutical Benefits Scheme (PBS) – ensuring medicines are listed on the basis of advice from the independent Pharmaceutical Benefits Advisory Committee, not on the whim of the government.",NA,"504",NA
"Improving private health insurance",NA,NA,NA
"We will strengthen Medicare and take pressure off the public hospital system by restoring the Private Health Insurance Rebate as soon as we responsibly can.",NA,"504",NA
"This will encourage more Australians to take up private health insurance.",NA,"504",NA
"Bringing dental into Medicare",NA,NA,NA
"We aspire to improve and restore dental services through Medicare as soon as we responsibly can.",NA,"504",NA
