"text","text_en","cmp_code","eu_code"
"A lack of federal leadership has compounded the anxiety felt by small business owners, eroding confidence and certainty about the future.",NA,"403",NA
"The Morrison Government has taken small business for granted for too long.",NA,"403",NA
"After nine long years, too many small businesses are waiting over a month to get paid, eight out of 10 find regulation unnecessarily complex, one in four cannot find skilled staff and too many fees are being unnecessarily pinched at the counter.",NA,"403",NA
"The details",NA,"H",NA
"Labor’s Better Deal for Small Business will: Guarantee that an Albanese Labor Government will consider the specific needs of small businesses in times of crisis, giving the confidence and certainty to grow and plan for the future.",NA,"403",NA
"Labor will work closely with states, territories, industry groups and communities to end the uncertainty that surrounds when and the extent of support small businesses are able to access in a crisis.",NA,"403",NA
"Ensure small businesses are paid on time to sustain growth across the economy with a mechanism to ensure payment within 30 days.",NA,"403",NA
"The current average contract payment time sits at 37 days – well above the 30-day benchmark.",NA,"403",NA
"Make unfair contract terms illegal so small businesses can negotiate fairer agreements with large partners.",NA,"403",NA
"Drive a genuine collaboration with small businesses and government to reduce the time small businesses spend doing taxes, cut paperwork and target support.",NA,"303",NA
"Eight out of 10 small businesses find government regulation overly complex.",NA,"303",NA
"Draw on Labor’s history of working with unions, workers and industry to deliver better outcomes with settings that are simpler, more accessible, and fair.",NA,"403",NA
"Reduce small business transaction costs at the point of payment with a clear timeline for implementing least cost routing or similar.",NA,"403",NA
"Small businesses are disproportionately impacted by higher transaction fees that eat into profits - around $804 million a year.",NA,"403",NA
"The cost of these measures will be met from within existing resources.",NA,"414",NA
"These commitments from Labor complement our plans to: Maximise small business participation in Commonwealth procurement, providing greater opportunities for business and Australian jobs.",NA,"403",NA
"The Commonwealth can use its $190 billion purchasing power to support small businesses, delivering better value for money and growing the local economy, to build a Future Made in Australia.",NA,"403",NA
"Provide an environment for businesses to thrive through Labor’s Start-up Year initiative, Fee-Free TAFE to address skills shortages, and Cheaper Child Care to remove barriers to returning to work.",NA,"411",NA
"These measures are targeted at making it easier for small business to bounce back from the ongoing pandemic and recovering from the bushfires and floods which have ravaged parts of Australia.",NA,"403",NA
"Aged Care. Treating older Australians with the respect they deserve",NA,"H",NA
"Older Australians helped build this country.",NA,"504",NA
"They worked hard, paid their taxes and raised their families.",NA,"504",NA
"They rightly expected that the Federal Government would support them in their frailer years.",NA,"504",NA
"That’s what they deserve, that’s what they’ve earned, after a life contributing to their communities and to Australia.",NA,"504",NA
"But the Morrison Government has neglected older Australians and the aged care system for the best part of a decade – it's a national disgrace.",NA,"504",NA
"If we want to change aged care in this country for the better, then we need to start by changing the government.",NA,"504",NA
"An Albanese Labor Government will take practical measures to ensure older Australians receive the aged care they deserve:",NA,"504",NA
"Registered nurses on site 24/7: Under a Labor Government, every aged care facility will be required to have a registered, qualified nurse on site, 24 hours a day, 7 days a week.",NA,"504",NA
"This will save thousands of stressful, expensive and ultimately unnecessary trips to hospital Emergency Departments, for issues a nurse could solve on the spot.",NA,"504",NA
"More carers with more time to care: Labor will raise the standard of aged care across the board – by ensuring there are more carers, who have more time to care.",NA,"504",NA
"We will mandate that every Australian living in aged care receives an average of 215 minutes of care per day, as recommended by the Royal Commission.",NA,"504",NA
"That means more care for every resident, every day.",NA,"504",NA
"Not just for essential medical treatment – but basic, important things like helping people take a shower, get dressed or eat a meal.",NA,"504",NA
"A pay rise for aged care workers: Labor will back a real pay rise for aged care workers.",NA,"504",NA
"Labor will support workers’ calls for better pay at the Fair Work Commission.",NA,"504",NA
"And a Labor Government will fund the outcome of this case.",NA,"504",NA
"Because if we want higher standards of care – we need to support higher wages for our carers.",NA,"504",NA
"Better food for residents: Labor will ensure that there is better food for residents of aged care homes.",NA,"504",NA
"A Labor Government will work with the sector to develop and implement mandatory nutrition standards for aged care homes to ensure every resident gets good food.",NA,"504",NA
"Dollars going to care: Labor will make residential care providers report – in public and in detail – what they are spending money on.",NA,"504",NA
"And we will give the Aged Care Safety Commissioner new powers to ensure there is accountability and integrity.",NA,"504",NA
"Labor has a plan to put security, dignity, quality and humanity back into aged care.",NA,"504",NA
"Only an Albanese Labor Government will treat aged care residents with the respect they deserve.",NA,"504",NA
"National Security",NA,"H",NA
"Three key principles are at the heart of Labor’s national security policy are: defending Australia’s territorial integrity",NA,"104",NA
"protecting our nation’s political sovereignty from external pressure",NA,"103.1",NA
"promoting Australia’s economic prosperity and social stability,",NA,"410",NA
"with sustainable growth,",NA,"416.2",NA
"secure employment,",NA,"701",NA
"and a unified community.",NA,"606.1",NA
"A Labor Government will achieve these objectives and build a more secure, resilient Australia by: Supporting a stronger Australian Defence Force",NA,"104",NA
"Prioritising better and smarter cybersecurity",NA,"104",NA
"Shoring-up our economic self-reliance",NA,"406",NA
"Strengthening our communities and institutions",NA,"601.1",NA
"Deepening our partnerships in the region and globally around the world",NA,"107",NA
"Taking action on climate change.",NA,"501",NA
"Investing in Australia’s defences and those who serve",NA,"H",NA
"Labor will ensure that Defence has the resources it needs to defend Australia and deter potential aggressors.",NA,"104",NA
"Labor supported the Strategic Update 2020, including $270 billion of capability acquisition, and we support for the acquisition of nuclear-powered submarines.",NA,"104",NA
"Labor will keep Australia’s defences strong by treating our defence personnel with the respect they deserve.",NA,"104",NA
"Labor led the push for a royal commission into veteran suicide – to ask the hard questions and, hopefully, to find some answers.",NA,"104",NA
"Labor will also deliver new Veterans hubs across Australia to provide one stop shops for access to a range of services.",NA,"104",NA
"Smarter cybersecurity",NA,"H",NA
"Cyber security is not just about who has the best offensive cyber tools, it’s about building systemic resilience across public, private and civil organisations.",NA,"605.1",NA
"It’s also about recognising that data security is a modern foundation of national security.",NA,"605.1",NA
"Labor will lift cyber resilience across the whole nation and ensure that cyber-security has a dedicated minister.",NA,"605.1",NA
"A self-reliant Australia",NA,"H",NA
"Economic resilience is at the core of Labor’s Future Made in Australia plan.",NA,"410",NA
"We have also released our Defence Industry Development Plan which will sustain defence supply chains,",NA,"104",NA
"develop our sovereign defence industry",NA,"104",NA
"and encourage innovation.",NA,"411",NA
"Labor’s plan for a National Strategic Fleet will underpin security of supply for critical commodities like fuel.",NA,"104",NA
"Strengthening our democracy",NA,"H",NA
"Democratic strength is also critical to our long-term stability and security.",NA,"202.1",NA
"Labor will deliver a National Anti-Corruption Commission to lift trust in government",NA,"304",NA
"and draw on its long support for multiculturalism to build social cohesion.",NA,"606.1",NA
"Labor will also take politics out of national security, always seeking bipartisanship and always acting in our shared national interest.",NA,"104",NA
"Deepening partnerships",NA,"H",NA
"Labor will deepen our engagement with our closest neighbours.",NA,"107",NA
"And we will ensure that the Quadrilateral consultations deliver in our relationships with India, Japan and the United States.",NA,"107",NA
"We will also support new arrangements, such as AUKUS.",NA,"104",NA
"Climate security",NA,"H",NA
"The security implications of climate change are clear and cannot be ignored.",NA,"104",NA
"Labor has announced a comprehensive plan on climate change.",NA,"501",NA
"On coming to government, Labor will also commission an Urgent Climate Risk Assessment of the implications of climate change for national security.",NA,"104",NA
"We will lead a bid to host a future Climate Change Conference of the Parties in Australia with our Pacific partners would and work with Indonesia to deliver a $200m climate and infrastructure partnership.",NA,"101",NA
"We will also make climate change cooperation a hallmark of the US alliance.",NA,"101",NA
"Fuel Security for Defence",NA,"H",NA
"Defence will work with biofuel manufacturers on Australian made military-spec fuels, including through the Defence Fuel Transformation Program.",NA,"104",NA
"Labor will partner with the US and UK through mechanisms such as AUKUS, on sustainable Australian-made liquid fuel, including for military purposes.",NA,"101",NA
"This will create new jobs in manufacturing,",NA,"701",NA
"strengthen Australian fuel security",NA,"104",NA
"and supply chains for Defence,",NA,"104",NA
"and reduce emissions.",NA,"501",NA
"Helping More Australians Into Home Ownership . Help to Buy",NA,"H",NA
"An Albanese Labor Government will help more people buy a home sooner by cutting the cost of buying a home by up to 40 per cent.",NA,"409",NA
"This will mean a smaller deposit, a smaller mortgage and smaller mortgage repayments.",NA,"409",NA
"Help to Buy will be open to 10,000 Australians each year.",NA,"409",NA
"Why do we need this?",NA,"H",NA
"We know that buying a home is tough right now.",NA,"401",NA
"It’s a common story – parents wondering if their kids will ever achieve the great Australian dream of owning their home.",NA,"601.1",NA
"First home buyers priced out of capital cities and regional centres where house prices have shot through the roof.",NA,"401",NA
"Single parents who can’t get into the market.",NA,"401",NA
"We have a housing crisis in Australia.",NA,"401",NA
"It’s harder to buy a home today than ever before.",NA,"401",NA
"Forty years ago, almost 60 per cent of young Australians on low and modest incomes owned their own home.",NA,"401",NA
"Now, it is only 28 per cent.",NA,"401",NA
"There is no silver bullet to fix this problem, but a government that actually plans for the future can help Australians realise their dream.",NA,"401",NA
"The detail",NA,"H",NA
"An Albanese Labor Government will help more people get into the housing market sooner by cutting the cost of buying a home by up to 40 per cent.",NA,"409",NA
"This will mean a smaller deposit, a smaller mortgage and smaller mortgage repayments.",NA,"409",NA
"Help to Buy will be open to 10,000 Australians each financial year.",NA,"409",NA
"Eligible home buyers will need a minimum deposit of 2 per cent, with an equity contribution from the Federal Government of up to a maximum of 40 per cent of the purchase price of a new home and up to a maximum of 30 per cent of the purchase price for an existing home.",NA,"409",NA
"This would mean that for a homebuyer in Sydney, buying at the maximum price cap of $950,000 with 40 per cent equity, monthly mortgage repayments would be over $1,600 cheaper*.",NA,"409",NA
"For a homebuyer in regional Queensland, buying at the maximum price cap of $500,000 with 40 per cent equity, monthly mortgage repayments would be over $850 cheaper*.",NA,"409",NA
"Similar schemes are already successfully operating in several states including Western Australia and Victoria.",NA,"409",NA
"Homebuyers will not be required to pay rent on the stake of the home held by the Federal Government.",NA,"409",NA
"Help to Buy will cost around $329 million over the forward estimates.",NA,"409",NA
"Am I eligible?",NA,"H",NA
"You will be eligible for Labor’s Help to Buy program if you meet the following criteria: Are an Australian citizen of at least 18 years of age.",NA,"409",NA
"Earn $90,000 or less per annum for individuals, or $120,000 or less per annum for couples.",NA,"409",NA
"Live in the purchased home as your principal place of residence.",NA,"409",NA
"Not own any other land or property – either in Australia or overseas.",NA,"409",NA
"Have saved the required minimum 2 per cent deposit of the home price and qualify (and can finance) the remainder of the purchase through a standard home loan with a participating lender.",NA,"409",NA
"Pay for any associated purchase costs like stamp duty, legal and bank fees.",NA,"409",NA
"Homebuyers will also be responsible for ongoing property costs like rates, strata and any other bills.",NA,"409",NA
"How much would I save?",NA,"H",NA
"The following table shows how much people will save on their mortgage under Labor’s Help to Buy in different cities and regions.",NA,"409",NA
"Homebuyers will also avoid the need to pay Lenders Mortgage Insurance, representing an additional saving, depending on purchase location, of potentially more than $30,000.",NA,"409",NA
"During the loan period the homebuyer can buy an additional stake in the home when they are able to do so.",NA,"409",NA
"The minimum stake that a homebuyer can opt to purchase at any one time is 5 per cent.",NA,"409",NA
"If the homebuyer’s income exceeds the Help to Buy annual income threshold for two consecutive years, they will be required to repay the Government’s financial contribution in part or whole as their circumstances permit.",NA,"409",NA
"Labor’s plan will open up home ownership to more Australians right across the nation – helping those who might not otherwise be able to buy.",NA,"409",NA
"It’s another practical example of how we will help with the cost of living and deliver a better future for working families.",NA,"409",NA
"To pay for our housing affordability polices, Labor will double foreign investment screening fees and financial penalties.",NA,"403",NA
"These changes will commence from July 2022 and raise around $445 million over the forward estimates.",NA,"403",NA
"Help to Buy is part of a suite of Labor policies designed to improve housing affordability and ownership.",NA,"409",NA
"A Better Future for our Regions. Responding to the challenges and opportunities in regional communities",NA,"H",NA
"Labor recognises the contribution farmers, workers and regional communities make to Australia’s agriculture sector, which provides diversity to our economic exports, creates almost 300,000 direct jobs, provides critical independence to our national food supply, and is a hallmark of the national identity.",NA,"703.1",NA
"After a decade in government, the Nationals and Liberals’ legacy is a blight on the agriculture sector.",NA,"703.1",NA
"Their failure to deliver the necessary reform has resulted in: A crippling workforce shortage.",NA,"703.1",NA
"An under-resourced biosecurity system.",NA,"703.1",NA
"Inaction on climate change.",NA,"501",NA
"A severe timber shortage.",NA,"703.1",NA
"The National Party has taken farmers and regional communities for granted and as a result, the Morrison Government has let farmers and regional communities down.",NA,"703.1",NA
"Their failure to drive the necessary reform across the agriculture sector has impacted directly on those whose very livelihoods rely on leadership at a federal level.",NA,"703.1",NA
"By contrast, an Albanese Labor Government would provide strong leadership to respond to the many challenges impacting farmers and regional communities.",NA,"703.1",NA
"Labor continues to support the National Farmers Federation’s ambitious goal to grow the value of Australia’s agriculture industry to $100 billion by 2030.",NA,"703.1",NA
"$500 million from Labor’s National Reconstruction Fund",NA,"H",NA
"To help diversify the sector, open up new possibilities for trade and create more jobs and economic activity in the regions, Labor has announced it will reserve $500 million of its National Reconstruction Fund specifically for agriculture, forestry, fisheries, food and fibre.",NA,"703.1",NA
"Labor’s National Reconstruction Fund is also available to support regional businesses such as in food manufacturing as they meet the challenges of entering new markets,",NA,"703.1",NA
"the adoption of new technologies or processes",NA,"411",NA
"and adapting to a low carbon world.",NA,"416.2",NA
"Labor’s National Reconstruction Fund will support investment in value-adding production,",NA,"703.1",NA
"expand the domestic and export market",NA,"703.1",NA
"and strengthen our national supply chain resilience.",NA,"703.1",NA
"Bolstering Australia’s biosecurity system",NA,"H",NA
"The Morrison Government has weakened our vital biosecurity system with years of under-resourcing.",NA,"703.1",NA
"For almost a decade, multiple Agriculture Ministers have failed to establish a long-term funding arrangement for the nation’s biosecurity system.",NA,"703.1",NA
"That’s why an elected Albanese Labor Government will deliver long-term, sustainable funding that will go directly to strengthening Australia’s biosecurity system.",NA,"703.1",NA
"Labor will improve biosecurity capabilities including addressing the potential impact of lumpy skin disease,",NA,"703.1",NA
"supporting the adoption of livestock traceability reforms",NA,"703.1",NA
"and reducing the impact of pests and weeds.",NA,"703.1",NA
"Labor will also double the number of Indigenous Rangers",NA,"607.3",NA
"and boost funding for Indigenous Protected Areas which will assist with the early detection of exotic animal disease in those areas.",NA,"607.3",NA
"A Labor Government will strengthen Australia’s biosecurity system across mail centres and airports.",NA,"501",NA
"To help keep pests, weeds and disease out of Australia, Labor will boost our biosecurity services by providing an additional 20 biosecurity detector dogs.",NA,"703.1",NA
"To support our canine response, Labor will also provide for an additional 10 biosecurity detector dog handlers.",NA,"703.1",NA
"Supporting the forestry sector and addressing the timber shortage",NA,"H",NA
"Federal Labor is a proud supporter of the forestry sector.",NA,"703.1",NA
"We understand the value of forestry and the jobs and communities it supports.",NA,"703.1",NA
"We are committed to growing Australia's forest plantations,",NA,"703.1",NA
"and to the continued sustainable management of the native timber industry.",NA,"703.1",NA
"And we are committed to value adding to Australia’s fine forest products.",NA,"703.1",NA
"Labor is also committed to the one billion trees goal to meet Australia’s future timber needs.",NA,"703.1",NA
"The Morrison Government has failed to alleviate the growing timber shortage.",NA,"703.1",NA
"Its own target to plant a billion trees by 2030 has proved to be a sham.",NA,"703.1",NA
"The Government has only managed to meet just over 1% of the target so far.",NA,"703.1",NA
"This is an extraordinary failure, and it is particularly troubling that there were fewer new plantations in 2019-20 than the year before, despite already bad figures in 2018-19.",NA,"703.1",NA
"An elected Albanese Labor Government will provide almost $220 million to expand the work of the National Institute for Forest Products and Innovation,",NA,"703.1",NA
"continue the rollout of Regional Forestry Hubs to work with industry and state and local governments,",NA,"703.1",NA
"and for grants targeted at better utilisation of logs and fibre, value adding and supporting the industry to continue to reduce its carbon footprint.",NA,"703.1",NA
"Labor will also provide $86.2 million for the establishment of new plantations to secure future wood supply",NA,"703.1",NA
"and $4.4 million towards Australia’s illegal logging traceability and timber identification systems.",NA,"703.1",NA
"And the forestry sector can expect a share of investment through the $500 million for agriculture, forestry and fisheries under the National Reconstruction Fund.",NA,"703.1",NA
"Labor has reiterated its policy of removing the water rule in relation to the Emissions Reduction Fund and carbon farming, helping to encourage growth in the plantation resource across the country.",NA,"703.1",NA
"In addition to these measures an elected Albanese Labor Government will: Invest $10 million to support programs which deliver qualifications, competencies and other credentials which meet the specific training and accreditation needs of the forest, wood products, pulp and paper and fibre sectors.",NA,"703.1",NA
"Conduct an analysis of the national wood volume and the commercial opportunities from fire mitigation activities to ensure valuable wood resources are not wasted amid a timber shortage.",NA,"703.1",NA
"Hold a roundtable with the forestry sector, unions, States and Territories as part of the development of a Timber Fibre Strategy to ensure our existing forestry resources are being best utilised.",NA,"703.1",NA
"The Master Builders Association and the Australian Forest Products Association say Australia is heading towards a deficit of 250,000 timber house frames by 2035.",NA,"703.1",NA
"Scott Morrison’s failure to adequately support the planting of our future timber supply threatens Australia’s construction industry and the jobs it supports.",NA,"703.1",NA
"The Morrison Government dragged its feet for three years before finally making changes to the water rule, which was holding back investment in new timber plantations.",NA,"703.1",NA
"Labor’s continued commitment to remove the water rule will mean more trees in the ground.",NA,"703.1",NA
"Investment in innovative ways to use the timber resources we have to make new building materials will help stop construction costs from continuing to soar.",NA,"703.1",NA
"Supporting sustainable fisheries",NA,"H",NA
"Labor has always recognised the social, cultural, economic, and community significance of Australia’s recreational",NA,"502",NA
"and commercial fishing sectors, and seafood industry participants.",NA,"703.1",NA
"We acknowledge fishers as key stakeholder groups in respect of Australia’s sustainable management of its diverse and extensive freshwater and saltwater environment and we know they are practically and philosophically committed to protecting Australia’s biodiversity.",NA,"703.1",NA
"Labor acknowledges the vital role fishers played in working with us in government to design the national marine parks.",NA,"502",NA
"This was a remarkable achievement of which we can all be proud.",NA,"502",NA
"While in the lead-up to the 2019 election we believed there was scope to consider adjustments to park boundaries and zonal classifications, we accept that since that time the network has been delivered in a settled form.",NA,"703.1",NA
"Certainty in park management is critical and we don’t intend to revisit that matter.",NA,"502",NA
"As fishers know better than most, our oceans and the biodiversity they support are under increasing pressure, including from plastic pollution and climate change, and it is vital we keep pursuing effective protection and restoration efforts.",NA,"501",NA
"To that end, Labor supports the Government’s recent announcement of a Cocos/Keeling and Christmas Island marine park,",NA,"502",NA
"and a Labor Government will ensure the statutory review process of the national marine park network is carried out in a timely and consultative manner, with any changes considered on the basis of science and stakeholder consultation.",NA,"703.1",NA
"An elected Albanese Labor Government will provide $4 million to small States and Territory Governments, such as the Northern Territory, to address existing capacity shortcomings in managing state marine parks.",NA,"502",NA
"We will be proactive in helping to develop the global treaty on marine plastic pollution that was recently agreed at UNEA 5.2.",NA,"501",NA
"Labor has consistently opposed the operation of foreign ‘super trawlers’ that would undermine the health of Australia’s commercial and recreational fisheries,",NA,"703.1",NA
"and we will give consideration in government to a framework that addresses the importation of seafood from fisheries in our region that involve illegal, unreported, and unregulated fishing practices, noting this already occurs in the US and EU.",NA,"703.1",NA
"Labor is mindful of the harm caused by invasive marine species and have been critical of the Government’s failure to include any Australian marine species in its flawed Threatened Species Strategy 2015-2020.",NA,"501",NA
"Reducing greenhouse gas emissions",NA,"H",NA
"An elected Albanese Labor Government will work with farmers to develop more solutions to act on climate change and reduce greenhouse gas emissions.",NA,"501",NA
"Alongside the economic benefits, Labor’s Powering Australia plan will reduce Australia’s emissions by 43 percent by 2030 – which will become Australia’s target under the Paris Agreement, keeping us on track for net zero by 2050.",NA,"501",NA
"As part of this policy Labor has already announced $8 million to encourage the development of the Australian seaweed farming industry.",NA,"703.1",NA
"This research is important with the use of asparagopsis in feed when it comes to reducing methane emissions from livestock.",NA,"501",NA
"Our Powering Australia plan shows 604,000 jobs will be created with five out of six of those being in regional areas.",NA,"701",NA
"Disaster Ready Fund",NA,"H",NA
"There have been some deeply disappointing responses from the Morrison Government to the significant challenges of bushfires, floods, the covid pandemic and the mouse plague.",NA,"305.1",NA
"The Government established the $4 billion Emergency Response Fund in 2019 to invest in disaster relief and mitigation.",NA,"501",NA
"Unfortunately, it has barely spent a cent from the fund, instead treating it like a term deposit.",NA,"501",NA
"An elected Albanese Labor Government will replace the Emergency Response Fund with a Disaster Ready Fund,",NA,"501",NA
"and we’ll use that fund to invest up to $200 million a year on mitigation projects to help reduce the impact of disasters when they happen.",NA,"501",NA
"Addressing the crippling agriculture workforce shortage",NA,"H",NA
"We know there is a crippling workforce shortage across the agriculture sector.",NA,"703.1",NA
"There are shortages of skilled workers right across the economy, and agriculture is no different.",NA,"703.1",NA
"An elected Albanese Labor Government will deliver a dedicated Agriculture Workers Visa that not only provides portability",NA,"703.1",NA
"but also protections for workers.",NA,"701",NA
"Labor’s ag visa will draw on the stability of the Pacific Australia Labour Mobility program.",NA,"703.1",NA
"Labor will establish Jobs and Skills Australia as a national partnership to drive VET education",NA,"703.1",NA
"and strengthen workforce planning by working together with employers, unions and the training and education sector.",NA,"405",NA
"We will also create 465,000 new fee-free TAFE places in areas of demonstrated labour shortage.",NA,"411",NA
"These fee-free TAFE placements will help rebuild industries hit hardest by the pandemic, like hospitality and tourism,",NA,"411",NA
"as well as meet current and future needs in the care economy, including jobs like child care, aged care, disability care, nursing and community services.",NA,"411",NA
"This can only be a good thing for regional communities.",NA,"703.1",NA
"Agri Tech Hub",NA,"H",NA
"An elected Albanese Labor Government will invest $16.7 million towards establishing an Agri Tech Hub in Richmond NSW.",NA,"703.1",NA
"The hub will include a high-tech industry partnered greenhouse array, supported by industry engaged research clusters in food technology, land use management and consumer demand.",NA,"703.1",NA
"It will focus on creating jobs,",NA,"701",NA
"attracting industry,",NA,"703.1",NA
"and developing a sustainable approach to future peri-urban farming in our increasingly complex and changing cities, and on a global scale.",NA,"416.2",NA
"Clearer labelling",NA,"H",NA
"To support meat and plant industries an elected Albanese Labor Government will improve existing regulations that deliver accurate and clear food labelling for products so that consumers have informed choice.",NA,"403",NA
"Labor will also commit to working with the seafood and hospitality sectors to implement mandatory country of origin labelling to support the Australian seafood industry.",NA,"403",NA
"Support for industry events and forums",NA,"H",NA
"An elected Albanese Labor Government will provide $6 million for Beef Week 2024 – Australia’s largest beef expo.",NA,"703.1",NA
"Labor will provide $6 million towards other regional trade events including Casino Beef Week, LambEx, horticultural conferences and agritech industry events.",NA,"703.1",NA
"Labor will also support the convening of a 2nd Dairy Symposium.",NA,"703.1",NA
"Regional development architecture",NA,"H",NA
"Labor believes it is time for a revitalisation of the Regional Development Australia (RDA) structure and purpose.",NA,"703.1",NA
"Labor wants to see a much stronger partnership with local government in this regard.",NA,"301",NA
"We need a more coherent and logical architecture for how federal government works in the regions.",NA,"301",NA
"In this context, the NFF’s current regional precinct proposal is timely, and well-considered.",NA,"703.1",NA
"While Labor would seek to invest in all regions across Australia, we will consider the proposed approach from the NFF, along with other stakeholders, as we reinvigorate and rejuvenate the regional development structures that we will inherit, should we form government.",NA,"703.1",NA
"Right now, Northern Australia needs stable leadership and investment from our Federal Government.",NA,"301",NA
"The Northern Australia Infrastructure Facility (NAIF) has become a revolving door of CEOs and has failed to deliver what was promised.",NA,"402",NA
"Of the $5 billion allocated to the Facility in 2016, only a small percentage has been released to projects across Queensland, the Northern Territory and Western Australia.",NA,"402",NA
"Indeed, more employees continue to work in Sydney than across all the entire north, despite the NAIF offices being based in Cairns.",NA,"301",NA
"Under the Liberals and Nationals, the NAIF has failed Northern Australia.",NA,"301",NA
"Supporting the Regional Australia Institute",NA,"H",NA
"The last Labor Government provided the seed funding to create the Regional Australia Institute, Australia’s first and only independent think tank dedicated to building robust regional economies",NA,"703.1",NA
"and a better quality of life in our regional towns and cities.",NA,"606.1",NA
"In the decade since its creation, the Institute has gone from strength to strength, ensuring that decision-makers at all levels of government, industry and community have the information they need to ensure the best outcomes for regional Australia.",NA,"703.1",NA
"To enable the Institute to continue to grow, an Albanese Labor Government will invest $5 million over three years into the Regional Australia Institute.",NA,"703.1",NA
"This funding will be used to bolster the Institute’s research and policy capacity in key regional priority areas,",NA,"411",NA
"to extend activation and local impact initiatives that support regional areas;",NA,"703.1",NA
"and to build new education programs that extend knowledge and best practice across regional Australia.",NA,"506",NA
"Unfair contract protection for small farmers",NA,"H",NA
"An Albanese Labor Government will improve protections for farmers against unfair contract terms with meaningful protection, safeguarding small business, contractors and smaller scale suppliers from exploitation.",NA,"703.1",NA
"Labor would make unfair contract terms illegal, giving businesses with fewer than 100 staff or a turnover of less than $10 million genuine protection against dodgy contracts.",NA,"703.1",NA
"Once dodgy contracts are illegal, the competition watchdog will be able to issue civil penalties to those who use them.",NA,"703.1",NA
"This policy will include small farms and agricultural contractors and suppliers, which meet the above definition.",NA,"703.1",NA
"Labor will finally legislate this reform which the farm sector and small businesses have been calling for.",NA,"703.1",NA
"Despite repeated calls from Labor and the small business community, Scott Morrison has failed to improve the existing protections, which simply aren’t strong enough to deter wrongdoing.",NA,"703.1",NA
"The Morrison Government has left small businesses vulnerable to agreements with drawn out payment times and unfair pricing.",NA,"703.1",NA
"Investing in regional roads and rail",NA,"H",NA
"Labor has a strong track record delivering roads and rail across regional Australia.",NA,"411",NA
"An elected Albanese Labor Government will continue to build Australia’s road and rail networks that are key to getting agricultural produce to market and keeping supply chains moving.",NA,"703.1",NA
"This includes $250 million towards expanding the Local Roads and Community Infrastructure program to support projects and upgrade roads in every part of Australia – particularly in outer-urban and regional areas.",NA,"703.1",NA
"Labor will also put the focus back on nation-building infrastructure using the Infrastructure Australia model.",NA,"411",NA
"Getting Inland Rail back on track",NA,"H",NA
"Labor supports Inland Rail and recognises the benefits this nation building project will bring to producers, businesses and communities along the route.",NA,"411",NA
"Indeed, it was the last Labor Government that invested $900 million to progress this project to the construction stage.",NA,"411",NA
"Under the Morrison Government this project has gone off the rails, with billion-dollar cost blowouts and continued uncertainty regarding the route - including port linkages - causing considerable concern within some communities.",NA,"411",NA
"An Albanese Labor Government will do the hard work of getting this project back on track, closely guided by the recommendations of the senate inquiry into the project.",NA,"411",NA
"This will include listening to farmers and communities concerned by the project's potential impacts",NA,"703.1",NA
"and continuing the business case into extending the project to the Port of Gladstone.",NA,"411",NA
"Better connectivity",NA,"H",NA
"Better mobile coverage on roads, as well as improved connectivity for regional communities and on farms, will lead an Albanese Labor Government’s approach to upgrading regional telecommunications.",NA,"411",NA
"A key element of Labor’s Better Connectivity for Rural and Regional Australia Plan will be the establishment of a $400 million fund to expand multi-carrier mobile coverage along roads,",NA,"411",NA
"as well as for regional homes and businesses.",NA,"411",NA
"To support this, Labor will commit $20 million, to commence an independent national audit of mobile coverage in 2022, to establish an evidence baseline to guide future priorities.",NA,"411",NA
"A competitive tender process will be used to identify a partner company capable of placing mobile signal measurement devices on Australia Post’s transport assets, to gather the best information possible.",NA,"411",NA
"Priorities will be assessed independently to maximise benefits, and this will include consultation with Infrastructure Australia, and the broader community.",NA,"411",NA
"Labor will also commit $200 million to continue investing in place-based connectivity projects.",NA,"411",NA
"Drawing from the Regional Connectivity Program, funded projects could include better mobile voice and data coverage, targeted fibre deployments and improved microwave and fibre backhaul capacity to locations across regional and remote Australia.",NA,"411",NA
"To support the productivity and safety of our farmers, Labor will also commit $30 million to help expand on-farm connectivity and enable better wireless extension solutions on the field.",NA,"703.1",NA
"This will enable more farmers to fully utilise sensor and connected-machinery technology to improve the efficiency of domestic food production",NA,"703.1",NA
"and support the export growth potential of the sector.",NA,"703.1",NA
"Labor will boost funding for the Regional Tech Hub by $6 million to serve as a trusted intermediary and source of free and independent advice.",NA,"703.1",NA
"These initiatives supplement existing commitments Labor has made to: Expand full-fibre NBN access to 660,000 more regional homes and businesses.",NA,"411",NA
"Upgrade the NBN fixed-wireless network to offer speeds between 100 and 250 megabits per second for all users.",NA,"411",NA
"Increase NBN satellite data allowances to 90 gigabytes a month and unmetered data between midnight and 4 pm, with an ambition to go beyond 100 gigabytes.",NA,"411",NA
"Housing support for the regions",NA,"H",NA
"Labor knows how hard it is when it comes to getting into the housing market.",NA,"409",NA
"Last year housing prices in the regions jumped by 26 percent, with some centres closer to 50 percent.",NA,"409",NA
"Labor’s Housing Australia Future Fund will build social and affordable housing now and into the future including in regional centres.",NA,"409",NA
"This will create jobs, build homes and change lives.",NA,"409",NA
"We will also help 10,000 Australian families a year in regional areas to buy their first home.",NA,"409",NA
"This will triple the number of places that Australians living in regional areas received last year under the current First Home Loan Deposit Scheme.",NA,"409",NA
"A Labor Government will also create a new Help to Buy program.",NA,"409",NA
